area_type,availability,location,total_sqft,bath,balcony,rooms,price
Super built-up  Area,1.0,Kasavanhalli,1377.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,Kasavanhalli,1181.0,2.0,1.0,2,61.0
Built-up  Area,0.0,Kasavanhalli,1121.0,2.0,2.0,2,75.0
Built-up  Area,1.0,Kasturi Nagar,1925.0,3.0,1.0,3,125.0
Super built-up  Area,1.0,Kasturi Nagar,1567.0,2.0,2.0,2,92.0
Super built-up  Area,1.0,Kasturi Nagar,1080.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,Kasturi Nagar,1101.0,2.0,2.0,2,65.0
Super built-up  Area,1.0,Kasturi Nagar,1896.0,3.0,1.0,4,125.0
Super built-up  Area,1.0,Kasturi Nagar,1100.0,2.0,2.0,2,58.0
Super built-up  Area,1.0,Kasturi Nagar,1570.0,3.0,2.0,3,110.0
Super built-up  Area,1.0,Kasturi Nagar,1000.0,2.0,0.0,2,58.0
Super built-up  Area,1.0,Kasturi Nagar,1101.0,2.0,2.0,2,66.0
Super built-up  Area,1.0,Kasturi Nagar,2507.0,4.0,2.0,4,155.0
Super built-up  Area,1.0,Kathriguppe,1400.0,2.0,2.0,3,77.0
Super built-up  Area,1.0,Kathriguppe,1250.0,2.0,1.0,3,68.75
Super built-up  Area,1.0,Kathriguppe,1245.0,2.0,2.0,3,68.48
Super built-up  Area,1.0,Kathriguppe,1350.0,2.0,1.0,3,87.01
Super built-up  Area,1.0,Kathriguppe,1350.0,2.0,2.0,3,80.99
Super built-up  Area,1.0,Kathriguppe,1365.0,2.0,2.0,3,75.08
Super built-up  Area,1.0,Kathriguppe,1300.0,3.0,2.0,3,77.99
Super built-up  Area,1.0,Kathriguppe,1350.0,2.0,1.0,3,80.99
Super built-up  Area,1.0,Kathriguppe,1390.0,2.0,2.0,3,76.45
Super built-up  Area,1.0,Kathriguppe,1350.0,3.0,3.0,3,78.3
Super built-up  Area,1.0,Kathriguppe,1250.0,2.0,2.0,3,68.75
Super built-up  Area,1.0,Kathriguppe,1335.0,2.0,3.0,3,73.43
Super built-up  Area,1.0,Kathriguppe,1300.0,3.0,3.0,3,77.99
Super built-up  Area,1.0,Kathriguppe,1335.0,2.0,2.0,3,73.43
Super built-up  Area,1.0,Kathriguppe,1350.0,3.0,2.0,3,80.99
Super built-up  Area,1.0,Kathriguppe,1250.0,2.0,1.0,2,68.75
Super built-up  Area,1.0,Kaval Byrasandra,1200.0,2.0,2.0,2,52.0
Built-up  Area,1.0,Kaval Byrasandra,1020.0,2.0,1.0,2,52.0
Super built-up  Area,1.0,Kaval Byrasandra,1200.0,2.0,1.0,2,49.5
Built-up  Area,1.0,Kaval Byrasandra,945.0,2.0,2.0,2,50.0
Built-up  Area,1.0,Kaval Byrasandra,1060.0,2.0,2.0,2,45.0
Built-up  Area,1.0,Kaval Byrasandra,1100.0,2.0,1.0,2,46.0
Built-up  Area,1.0,Kaval Byrasandra,1185.0,2.0,1.0,2,49.0
Super built-up  Area,1.0,Kaval Byrasandra,997.0,2.0,3.0,2,53.0
Super built-up  Area,1.0,Kaval Byrasandra,1060.0,2.0,2.0,2,42.0
Built-up  Area,1.0,Kaval Byrasandra,480.0,1.0,1.0,1,25.0
Super built-up  Area,1.0,Kaval Byrasandra,1125.0,2.0,1.0,2,41.5
Built-up  Area,1.0,Kaval Byrasandra,1180.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Kaval Byrasandra,1450.0,3.0,2.0,3,75.0
Built-up  Area,1.0,Kaval Byrasandra,1066.0,2.0,3.0,2,55.0
Super built-up  Area,1.0,Kaval Byrasandra,1025.0,2.0,1.0,2,60.0
Super built-up  Area,1.0,Kaval Byrasandra,1400.0,3.0,2.0,3,75.0
Super built-up  Area,1.0,Kenchenahalli,1015.0,2.0,2.0,2,58.0
Super built-up  Area,1.0,Kenchenahalli,715.0,1.0,1.0,1,45.0
Super built-up  Area,1.0,Kenchenahalli,1150.0,2.0,2.0,2,58.0
Super built-up  Area,1.0,Kenchenahalli,1280.0,2.0,2.0,3,69.0
Super built-up  Area,1.0,Kenchenahalli,870.0,1.0,1.0,2,45.0
Super built-up  Area,1.0,Kenchenahalli,1150.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Kenchenahalli,700.0,1.0,1.0,1,35.0
Super built-up  Area,1.0,Kenchenahalli,1060.0,2.0,2.0,2,52.0
Super built-up  Area,1.0,Kenchenahalli,1150.0,2.0,2.0,2,57.0
Super built-up  Area,1.0,Kenchenahalli,1720.0,3.0,1.0,3,100.0
Super built-up  Area,1.0,Kenchenahalli,1015.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Kengeri,370.923994,1.0,0.0,1,18.5
Super built-up  Area,1.0,Kengeri,750.0,2.0,1.0,2,38.0
Super built-up  Area,1.0,Kengeri,1200.0,2.0,0.0,2,58.0
Super built-up  Area,0.0,Kengeri,726.0,2.0,1.0,2,31.0
Super built-up  Area,1.0,Kengeri,1025.0,2.0,2.0,2,57.0
Built-up  Area,1.0,Kengeri,1082.0,2.0,1.0,3,49.0
Built-up  Area,1.0,Kengeri,750.0,2.0,1.0,2,36.0
Super built-up  Area,0.0,Kengeri,726.0,2.0,1.0,2,35.0
Super built-up  Area,0.0,Kengeri,416.0,1.0,1.0,1,19.5
Super built-up  Area,1.0,Kengeri,900.0,2.0,2.0,2,45.0
Built-up  Area,1.0,Kengeri,502.0,1.0,1.0,1,25.0
Plot  Area,1.0,Kengeri,1200.0,3.0,1.0,3,67.0
Built-up  Area,1.0,Kengeri,500.0,1.0,1.0,1,17.0
Super built-up  Area,0.0,Kengeri,540.0,1.0,1.0,1,22.5
Super built-up  Area,1.0,Kengeri,750.0,2.0,1.0,2,35.5
Super built-up  Area,0.0,Kengeri,1741.0,3.0,2.0,3,80.0
Plot  Area,1.0,Kengeri,1200.0,2.0,0.0,2,58.0
Super built-up  Area,1.0,Kengeri,750.0,2.0,1.0,2,36.5
Super built-up  Area,0.0,Kengeri,416.0,1.0,1.0,1,18.0
Built-up  Area,1.0,Kengeri,883.0,2.0,0.0,2,49.0
Super built-up  Area,1.0,Kengeri,1052.0,2.0,2.0,2,51.0
Super built-up  Area,1.0,Kengeri,1220.0,2.0,2.0,2,63.0
Plot  Area,1.0,Kengeri,1150.0,1.0,0.0,1,52.0
Super built-up  Area,1.0,Kengeri,1192.0,2.0,2.0,2,53.5
Super built-up  Area,1.0,Kengeri,750.0,2.0,1.0,2,40.0
Super built-up  Area,1.0,Kengeri,1035.0,2.0,1.0,2,51.5
Built-up  Area,1.0,Kengeri,3000.0,5.0,1.0,8,130.0
Built-up  Area,1.0,Kengeri,410.0,1.0,1.0,1,15.0
Super built-up  Area,0.0,Kengeri,416.0,1.0,1.0,1,17.19
Built-up  Area,1.0,Kengeri,2500.0,4.0,3.0,5,100.0
Built-up  Area,1.0,Kengeri,550.0,1.0,1.0,1,16.75
Super built-up  Area,1.0,Kengeri Satellite Town,890.0,2.0,1.0,2,35.0
Built-up  Area,1.0,Kengeri Satellite Town,883.0,2.0,1.0,2,45.0
Super built-up  Area,1.0,Kengeri Satellite Town,1415.0,2.0,3.0,3,66.0
Super built-up  Area,1.0,Kengeri Satellite Town,930.0,1.0,1.0,1,30.0
Super built-up  Area,1.0,Kengeri Satellite Town,1635.0,2.0,1.0,3,78.0
Super built-up  Area,1.0,Kengeri Satellite Town,1050.0,2.0,2.0,2,43.0
Super built-up  Area,1.0,Kengeri Satellite Town,1007.0,2.0,3.0,2,42.0
Super built-up  Area,1.0,Kengeri Satellite Town,635.0,1.0,1.0,2,22.0
Super built-up  Area,0.0,Kengeri Satellite Town,818.0,2.0,1.0,2,26.0
Built-up  Area,1.0,Kengeri Satellite Town,1030.0,2.0,2.0,2,50.0
Plot  Area,1.0,Kengeri Satellite Town,1200.0,2.0,1.0,2,65.0
Super built-up  Area,1.0,Kengeri Satellite Town,795.0,2.0,2.0,2,32.0
Super built-up  Area,0.0,Kengeri Satellite Town,1302.5,2.0,0.0,2,44.285
Built-up  Area,1.0,Kengeri Satellite Town,800.0,2.0,1.0,2,40.0
Super built-up  Area,1.0,Kengeri Satellite Town,654.0,1.0,1.0,1,22.0
Super built-up  Area,1.0,Kengeri Satellite Town,1060.0,2.0,3.0,2,42.0
Super built-up  Area,1.0,Kengeri Satellite Town,750.0,2.0,1.0,2,33.0
Super built-up  Area,1.0,Kengeri Satellite Town,920.0,2.0,3.0,2,39.0
Super built-up  Area,1.0,Kengeri Satellite Town,985.0,2.0,2.0,2,42.0
Super built-up  Area,1.0,Kengeri Satellite Town,410.0,1.0,1.0,1,15.0
Super built-up  Area,1.0,Kengeri Satellite Town,1120.0,2.0,2.0,2,49.0
Built-up  Area,1.0,Kengeri Satellite Town,1110.0,2.0,1.0,2,43.0
Built-up  Area,1.0,Kengeri Satellite Town,1170.0,2.0,3.0,2,50.0
Super built-up  Area,1.0,Kengeri Satellite Town,777.4,2.0,0.0,2,25.0
Built-up  Area,1.0,Kengeri Satellite Town,800.0,2.0,1.0,2,32.0
Built-up  Area,1.0,Kereguddadahalli,950.0,2.0,1.0,2,32.0
Built-up  Area,1.0,Kereguddadahalli,1400.0,2.0,2.0,3,48.0
Built-up  Area,1.0,Kereguddadahalli,800.0,2.0,2.0,2,28.0
Built-up  Area,1.0,Kereguddadahalli,904.0,2.0,1.0,2,30.0
Super built-up  Area,1.0,Kereguddadahalli,1000.0,2.0,2.0,2,30.0
Built-up  Area,1.0,Kereguddadahalli,1240.0,3.0,2.0,3,41.0
Built-up  Area,1.0,Kereguddadahalli,600.0,1.0,1.0,1,19.5
Built-up  Area,1.0,Kereguddadahalli,1080.0,2.0,2.0,2,32.0
Super built-up  Area,1.0,Kereguddadahalli,1000.0,2.0,1.0,2,34.0
Super built-up  Area,1.0,Kereguddadahalli,1015.0,2.0,1.0,2,35.0
Super built-up  Area,1.0,Kodichikkanahalli,1190.0,2.0,2.0,3,57.0
Built-up  Area,1.0,Kodichikkanahalli,995.0,2.0,1.0,2,41.0
Super built-up  Area,1.0,Kodichikkanahalli,1495.0,2.0,2.0,3,75.0
Super built-up  Area,1.0,Kodichikkanahalli,1125.0,2.0,1.0,2,52.0
Built-up  Area,1.0,Kodichikkanahalli,1150.0,2.0,3.0,2,48.0
Super built-up  Area,1.0,Kodichikkanahalli,1070.0,2.0,3.0,2,43.0
Super built-up  Area,1.0,Kodichikkanahalli,1620.0,2.0,2.0,3,85.0
Super built-up  Area,1.0,Kodichikkanahalli,1026.0,2.0,1.0,2,45.0
Built-up  Area,1.0,Kodichikkanahalli,450.0,1.0,1.0,1,18.0
Super built-up  Area,1.0,Kodichikkanahalli,907.0,2.0,2.0,2,38.5
Super built-up  Area,1.0,Kodichikkanahalli,1181.0,2.0,2.0,2,57.0
Super built-up  Area,1.0,Kodichikkanahalli,900.0,2.0,1.0,2,42.0
Super built-up  Area,1.0,Kodichikkanahalli,1400.0,3.0,3.0,3,66.0
Super built-up  Area,1.0,Kodichikkanahalli,976.0,2.0,1.0,2,50.0
Built-up  Area,1.0,Kodichikkanahalli,2700.0,4.0,2.0,5,125.0
Super built-up  Area,1.0,Kodichikkanahalli,1299.0,2.0,3.0,2,58.0
Built-up  Area,1.0,Kodigehaali,1166.0,2.0,2.0,2,55.0
Built-up  Area,1.0,Kodigehaali,1320.0,3.0,0.0,3,65.0
Super built-up  Area,1.0,Kodigehaali,1117.0,2.0,2.0,2,56.0
Super built-up  Area,1.0,Kodigehaali,1200.0,2.0,1.0,2,55.0
Super built-up  Area,1.0,Kodigehaali,1200.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Kodigehaali,2120.0,3.0,2.0,3,177.0
Super built-up  Area,1.0,Kodigehaali,1013.0,2.0,1.0,2,51.0
Super built-up  Area,1.0,Kodigehaali,1324.0,3.0,2.0,3,65.0
Super built-up  Area,1.0,Kodigehaali,965.0,2.0,1.0,2,38.0
Built-up  Area,1.0,Kodigehaali,866.0,2.0,2.0,2,32.0
Built-up  Area,1.0,Kodigehaali,1442.0,3.0,2.0,3,80.0
Super built-up  Area,0.0,Kodigehalli,1270.0,2.0,1.0,2,98.0
Super built-up  Area,1.0,Kodigehalli,1200.0,2.0,2.0,2,48.0
Super built-up  Area,0.0,Kodigehalli,655.0,1.0,1.0,1,53.0
Super built-up  Area,0.0,Kodigehalli,1820.0,3.0,2.0,3,150.0
Super built-up  Area,1.0,Kodigehalli,635.0,1.0,1.0,2,28.0
Plot  Area,1.0,Kodigehalli,1200.0,4.0,1.0,3,156.0
Super built-up  Area,1.0,Kodihalli,3252.0,5.0,3.0,4,335.0
Super built-up  Area,1.0,Kodihalli,2700.0,4.0,1.0,3,270.0
Super built-up  Area,1.0,Kodihalli,2392.0,4.0,2.0,3,260.0
Super built-up  Area,1.0,Kodihalli,2408.0,4.0,2.0,3,260.0
Super built-up  Area,1.0,Kodihalli,2500.0,4.0,1.0,3,260.0
Built-up  Area,1.0,Kodihalli,1620.0,3.0,2.0,3,130.0
Super built-up  Area,0.0,Kodihalli,3260.0,5.0,3.0,4,388.0
Super built-up  Area,1.0,Kodihalli,3197.0,5.0,2.0,4,335.0
Built-up  Area,1.0,Kodihalli,1490.0,2.0,1.0,2,150.0
Super built-up  Area,1.0,Kogilu,1909.0,3.0,2.0,3,88.0
Super built-up  Area,1.0,Kogilu,1170.0,2.0,1.0,2,51.99
Built-up  Area,1.0,Kogilu,650.0,2.0,0.0,2,28.0
Super built-up  Area,1.0,Kogilu,1140.0,2.0,1.0,2,50.66
Super built-up  Area,1.0,Kogilu,1200.0,2.0,1.0,2,53.33
Super built-up  Area,0.0,Kogilu,1934.0,3.0,2.0,3,150.0
Built-up  Area,1.0,Kogilu,540.0,1.0,0.0,1,36.0
Super built-up  Area,0.0,Kogilu,1559.0,3.0,2.0,3,127.0
Super built-up  Area,1.0,Kogilu,1190.0,2.0,2.0,2,50.66
Super built-up  Area,1.0,Kogilu,1140.0,2.0,2.0,2,50.66
Super built-up  Area,0.0,Kogilu,1559.0,3.0,2.0,3,120.0
Super built-up  Area,1.0,Kogilu,700.0,1.0,1.0,1,30.84
Super built-up  Area,1.0,Kogilu,1250.0,2.0,1.0,2,55.55
Built-up  Area,1.0,Kogilu,952.0,2.0,2.0,2,49.0
Plot  Area,1.0,Kogilu,2456.0,7.0,2.0,7,85.0
Super built-up  Area,0.0,Konanakunte,2791.0,3.0,1.0,3,223.0
Built-up  Area,1.0,Konanakunte,884.0,1.0,0.0,2,58.0
Plot  Area,1.0,Konanakunte,1200.0,4.0,0.0,4,125.0
Plot  Area,1.0,Konanakunte,1200.0,2.0,1.0,4,130.0
Plot  Area,1.0,Konanakunte,2400.0,2.0,3.0,3,180.0
Super built-up  Area,1.0,Konanakunte,1423.0,2.0,2.0,3,85.0
Super built-up  Area,1.0,Koramangala,1320.0,2.0,1.0,2,165.0
Super built-up  Area,1.0,Koramangala,1253.0,2.0,1.0,2,102.0
Super built-up  Area,1.0,Koramangala,1580.0,3.0,2.0,3,160.0
Super built-up  Area,1.0,Koramangala,3500.0,5.0,2.0,4,425.0
Super built-up  Area,1.0,Koramangala,1005.0,1.0,1.0,2,110.0
Super built-up  Area,1.0,Koramangala,2292.0,4.0,1.0,3,275.0
Super built-up  Area,1.0,Koramangala,1290.0,2.0,3.0,2,100.0
Super built-up  Area,1.0,Koramangala,1300.0,2.0,3.0,2,110.0
Super built-up  Area,1.0,Koramangala,1325.0,2.0,2.0,2,119.0
Built-up  Area,1.0,Koramangala,1140.0,2.0,1.0,2,75.2
Built-up  Area,1.0,Koramangala,1260.0,2.0,3.0,2,100.0
Built-up  Area,1.0,Koramangala,1975.0,3.0,1.0,3,210.0
Built-up  Area,1.0,Koramangala,1900.0,2.0,1.0,2,200.0
Super built-up  Area,1.0,Koramangala,2292.0,3.0,2.0,3,286.0
Built-up  Area,1.0,Koramangala,2300.0,3.0,3.0,3,290.0
Super built-up  Area,1.0,Koramangala,1320.0,2.0,1.0,2,150.0
Super built-up  Area,1.0,Koramangala,1320.0,2.0,2.0,2,110.0
Super built-up  Area,1.0,Koramangala,5985.0,4.0,1.0,4,775.0
Super built-up  Area,1.0,Koramangala,2246.0,3.0,0.0,3,300.0
Super built-up  Area,1.0,Koramangala,1300.0,2.0,2.0,2,82.0
Super built-up  Area,1.0,Koramangala,1083.0,2.0,1.0,2,100.0
Super built-up  Area,1.0,Koramangala,1744.0,3.0,1.0,3,200.0
Super built-up  Area,1.0,Koramangala,1180.0,2.0,1.0,2,128.0
Super built-up  Area,1.0,Koramangala,1320.0,2.0,1.0,2,160.0
Built-up  Area,1.0,Koramangala,1370.0,2.0,2.0,2,125.0
Super built-up  Area,1.0,Koramangala,1100.0,2.0,2.0,2,85.0
Super built-up  Area,0.0,Koramangala,1249.0,2.0,1.0,2,165.0
Built-up  Area,1.0,Koramangala,1200.0,2.0,2.0,2,100.0
Super built-up  Area,1.0,Koramangala,2223.0,3.0,2.0,3,300.0
Super built-up  Area,1.0,Koramangala,1744.0,4.0,1.0,3,210.0
Super built-up  Area,0.0,Koramangala,1866.0,4.0,2.0,3,245.0
Built-up  Area,1.0,Koramangala,1350.0,2.0,2.0,2,103.0
Built-up  Area,1.0,Koramangala,6000.0,4.0,0.0,4,625.0
Built-up  Area,1.0,Koramangala,1710.0,3.0,2.0,3,210.0
Built-up  Area,1.0,Koramangala,1355.0,2.0,2.0,2,95.0
Super built-up  Area,1.0,Koramangala,1600.0,3.0,1.0,3,170.0
Super built-up  Area,1.0,Koramangala,1260.0,2.0,1.0,2,100.0
Super built-up  Area,1.0,Kothannur,1206.0,2.0,1.0,2,48.23
Built-up  Area,1.0,Kothannur,1100.0,2.0,2.0,2,40.0
Super built-up  Area,1.0,Kothannur,1197.0,2.0,1.0,2,47.88
Super built-up  Area,1.0,Kothannur,1197.0,2.0,1.0,2,47.8
Super built-up  Area,1.0,Kothannur,1070.0,2.0,1.0,2,42.79
Super built-up  Area,0.0,Kothannur,1070.0,2.0,2.0,2,38.6
Super built-up  Area,1.0,Kothannur,1485.0,2.0,2.0,3,59.4
Super built-up  Area,1.0,Kothannur,1215.0,2.0,3.0,3,48.6
Super built-up  Area,1.0,Kothannur,1404.0,2.0,1.0,3,56.15
Super built-up  Area,1.0,Kothanur,1200.0,2.0,1.0,2,51.0
Plot  Area,1.0,Kothanur,2400.0,2.0,1.0,3,150.0
Super built-up  Area,1.0,Kothanur,1828.0,3.0,1.0,3,110.0
Super built-up  Area,1.0,Kothanur,1186.0,2.0,2.0,2,58.0
Super built-up  Area,1.0,Kothanur,1847.0,3.0,2.0,3,105.0
Plot  Area,1.0,Kothanur,9600.0,5.0,2.0,5,550.0
Super built-up  Area,1.0,Kothanur,1435.0,3.0,3.0,3,70.0
Super built-up  Area,1.0,Kothanur,1187.0,2.0,2.0,2,58.0
Super built-up  Area,1.0,Kothanur,1847.0,3.0,2.0,3,110.0
Super built-up  Area,1.0,Kothanur,1460.0,3.0,3.0,3,71.0
Super built-up  Area,1.0,Kothanur,1185.0,2.0,2.0,2,59.0
Super built-up  Area,1.0,Kothanur,1436.0,3.0,3.0,3,70.0
Super built-up  Area,1.0,Kothanur,1462.0,3.0,3.0,3,71.0
Super built-up  Area,1.0,Kothanur,1790.0,3.0,2.0,3,105.0
Super built-up  Area,1.0,Kothanur,1070.0,2.0,1.0,2,45.5
Super built-up  Area,1.0,Kothanur,1145.0,2.0,2.0,2,56.0
Plot  Area,1.0,Kothanur,3401.0,5.0,1.0,4,230.0
Super built-up  Area,1.0,Kothanur,1455.0,2.0,1.0,2,69.0
Built-up  Area,1.0,Kothanur,627.0,1.0,1.0,1,30.0
Super built-up  Area,1.0,Kothanur,1302.0,2.0,1.0,2,68.5
Super built-up  Area,0.0,Kothanur,1760.0,3.0,1.0,3,111.0
Super built-up  Area,1.0,Kothanur,1185.0,2.0,2.0,2,58.0
Plot  Area,1.0,Kothanur,1500.0,1.0,0.0,1,75.0
Super built-up  Area,0.0,Kothanur,1075.0,2.0,2.0,2,53.0
Built-up  Area,1.0,Kothanur,1790.0,3.0,0.0,3,97.0
Plot  Area,1.0,Kothanur,2700.0,4.0,2.0,4,175.0
Super built-up  Area,1.0,Kothanur,1786.0,2.0,2.0,3,106.0
Super built-up  Area,1.0,Kothanur,1787.0,3.0,2.0,3,107.0
Super built-up  Area,1.0,Kothanur,1141.0,2.0,2.0,2,54.0
Super built-up  Area,1.0,Kothanur,1760.0,3.0,1.0,3,110.0
Super built-up  Area,1.0,Kothanur,1160.0,2.0,2.0,2,57.0
Super built-up  Area,1.0,Kothanur,1095.0,2.0,2.0,2,55.0
Super built-up  Area,1.0,Kothanur,1142.0,2.0,2.0,2,56.0
Super built-up  Area,1.0,Kothanur,1074.0,2.0,2.0,2,54.0
Super built-up  Area,1.0,Kothanur,1285.0,2.0,1.0,2,60.0
Super built-up  Area,1.0,Kothanur,1075.0,2.0,2.0,2,53.0
Super built-up  Area,1.0,Kothanur,1140.0,2.0,2.0,2,56.0
Super built-up  Area,1.0,Kothanur,1400.0,2.0,1.0,2,70.0
Super built-up  Area,0.0,Kothanur,1140.0,2.0,2.0,2,56.0
Super built-up  Area,1.0,Kothanur,1787.0,3.0,2.0,3,120.0
Super built-up  Area,0.0,Kothanur,1185.0,2.0,2.0,2,59.0
Super built-up  Area,1.0,Kothanur,1130.0,2.0,2.0,2,55.0
Super built-up  Area,1.0,Kothanur,1094.0,2.0,2.0,2,54.0
Built-up  Area,1.0,Kothanur,1170.0,3.0,2.0,3,80.0
Built-up  Area,1.0,Kothanur,1400.0,2.0,2.0,2,65.0
Super built-up  Area,1.0,Kothanur,1195.0,2.0,2.0,2,59.0
Super built-up  Area,1.0,Kothanur,1790.0,3.0,2.0,3,120.0
Super built-up  Area,1.0,Kothanur,1454.0,3.0,3.0,3,71.5
Super built-up  Area,1.0,Kudlu,1152.0,2.0,1.0,2,53.5
Super built-up  Area,1.0,Kudlu,1027.0,2.0,2.0,2,43.0
Super built-up  Area,1.0,Kudlu,1092.0,2.0,2.0,2,44.0
Super built-up  Area,1.0,Kudlu,1027.0,2.0,2.0,2,43.0
Super built-up  Area,1.0,Kudlu,1143.0,2.0,1.0,2,55.0
Super built-up  Area,1.0,Kudlu,1024.0,2.0,2.0,2,44.0
Built-up  Area,1.0,Kudlu,1600.0,3.0,3.0,3,79.0
Super built-up  Area,1.0,Kudlu,1027.0,2.0,2.0,2,42.0
Built-up  Area,1.0,Kudlu,1076.0,2.0,1.0,2,50.0
Super built-up  Area,1.0,Kudlu,1027.0,2.0,2.0,2,44.0
Super built-up  Area,1.0,Kudlu,1084.0,2.0,1.0,2,53.0
Built-up  Area,1.0,Kudlu,1300.0,2.0,2.0,2,56.0
Built-up  Area,1.0,Kudlu,1027.0,2.0,2.0,2,44.0
Carpet  Area,1.0,Kudlu,1245.0,2.0,1.0,3,60.0
Super built-up  Area,1.0,Kudlu,1027.0,2.0,1.0,2,44.0
Built-up  Area,1.0,Kudlu,1110.0,2.0,1.0,2,46.0
Super built-up  Area,1.0,Kudlu,2100.0,3.0,1.0,4,114.0
Super built-up  Area,1.0,Kudlu,720.0,1.0,1.0,1,33.0
Super built-up  Area,1.0,Kudlu,1162.0,2.0,1.0,2,52.0
Super built-up  Area,1.0,Kudlu,1041.0,2.0,1.0,2,53.0
Super built-up  Area,1.0,Kudlu Gate,1535.0,3.0,2.0,3,83.0
Super built-up  Area,1.0,Kudlu Gate,1535.0,3.0,2.0,3,85.0
Super built-up  Area,1.0,Kudlu Gate,1535.0,3.0,2.0,3,86.0
Super built-up  Area,0.0,Kudlu Gate,1564.0,2.0,1.0,3,92.0
Super built-up  Area,1.0,Kudlu Gate,1238.0,2.0,3.0,2,55.0
Built-up  Area,1.0,Kudlu Gate,1335.0,3.0,2.0,3,89.0
Super built-up  Area,0.0,Kudlu Gate,703.0,1.0,1.0,1,52.0
Super built-up  Area,1.0,Kudlu Gate,1532.0,3.0,2.0,3,83.0
Super built-up  Area,0.0,Kudlu Gate,1113.0,2.0,1.0,2,50.0
Super built-up  Area,1.0,Kudlu Gate,1185.0,2.0,1.0,2,50.0
Super built-up  Area,1.0,Kudlu Gate,1215.0,2.0,1.0,2,45.0
Built-up  Area,1.0,Kudlu Gate,812.0,2.0,1.0,2,38.25
Super built-up  Area,0.0,Kudlu Gate,1547.0,2.0,2.0,2,103.0
Built-up  Area,0.0,Kudlu Gate,1336.0,2.0,1.0,2,86.0
Built-up  Area,0.0,Kudlu Gate,1919.0,3.0,2.0,3,121.0
Super built-up  Area,1.0,Kudlu Gate,1464.0,3.0,3.0,2,56.0
Super built-up  Area,0.0,Kudlu Gate,1850.0,3.0,2.0,3,120.0
Super built-up  Area,0.0,Kudlu Gate,940.0,2.0,1.0,2,69.57
Super built-up  Area,1.0,Kudlu Gate,1215.0,2.0,1.0,2,44.96
Built-up  Area,1.0,Kudlu Gate,1164.0,2.0,2.0,2,75.0
Super built-up  Area,0.0,Kudlu Gate,1183.0,2.0,1.0,2,79.54
Super built-up  Area,0.0,Kudlu Gate,1850.0,3.0,2.0,3,110.0
Super built-up  Area,0.0,Kudlu Gate,1183.0,2.0,1.0,2,79.54
Super built-up  Area,1.0,Kudlu Gate,1200.0,2.0,1.0,2,44.4
Built-up  Area,1.0,Kudlu Gate,1310.0,2.0,2.0,2,53.0
Plot  Area,1.0,Kumaraswami Layout,2000.0,4.0,1.0,4,139.0
Super built-up  Area,1.0,Kumaraswami Layout,1000.0,2.0,1.0,2,48.5
Super built-up  Area,1.0,Kumaraswami Layout,1000.0,2.0,1.0,2,58.0
Built-up  Area,1.0,Kumaraswami Layout,2400.0,7.0,1.0,7,125.0
Built-up  Area,1.0,Kumaraswami Layout,2400.0,2.0,1.0,3,125.0
Built-up  Area,1.0,Kumaraswami Layout,1310.0,2.0,1.0,3,70.0
Built-up  Area,1.0,Kumaraswami Layout,850.0,1.0,1.0,1,78.0
Built-up  Area,1.0,Kumaraswami Layout,3200.0,7.0,0.0,7,150.0
Built-up  Area,1.0,Kumaraswami Layout,1310.0,2.0,1.0,3,85.0
Built-up  Area,1.0,Kumaraswami Layout,2450.0,3.0,2.0,4,110.0
Built-up  Area,1.0,Kumaraswami Layout,3100.0,7.0,3.0,7,145.0
Built-up  Area,1.0,Kumaraswami Layout,1200.0,3.0,1.0,3,75.0
Super built-up  Area,1.0,Kumaraswami Layout,1081.0,2.0,3.0,2,60.0
Super built-up  Area,1.0,Kundalahalli,1724.0,3.0,2.0,3,125.0
Built-up  Area,1.0,Kundalahalli,1030.0,2.0,2.0,2,49.0
Super built-up  Area,1.0,Kundalahalli,735.0,2.0,1.0,2,57.99
Built-up  Area,0.0,Kundalahalli,1047.0,2.0,1.0,2,82.0
Super built-up  Area,1.0,Kundalahalli,1397.0,3.0,3.0,3,105.0
Super built-up  Area,0.0,Kundalahalli,1724.0,3.0,2.0,3,127.0
Super built-up  Area,1.0,Kundalahalli,1010.0,2.0,1.0,2,49.27
Super built-up  Area,1.0,Kundalahalli,1397.0,3.0,2.0,3,110.0
Super built-up  Area,0.0,Kundalahalli,1397.0,3.0,2.0,3,104.0
Super built-up  Area,0.0,Kundalahalli,1397.0,3.0,3.0,3,108.0
Super built-up  Area,1.0,Kundalahalli,1920.0,3.0,2.0,3,150.0
Super built-up  Area,1.0,Kundalahalli,1724.0,3.0,2.0,3,124.0
Super built-up  Area,1.0,Kundalahalli,1047.0,2.0,1.0,2,84.0
Super built-up  Area,1.0,Kundalahalli,1047.0,2.0,1.0,2,83.0
Plot  Area,1.0,Kundalahalli,7000.0,4.0,3.0,4,550.0
Super built-up  Area,1.0,Kundalahalli,1120.0,2.0,1.0,2,53.76
Super built-up  Area,1.0,Kundalahalli,1047.0,2.0,1.0,2,82.62
